Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,04/07/21,16,0.035, , , , ,0.473,10.9, ,22.3,32.2,31.8,3.98,163.98,0,,,,
Aguilas,04/07/21,17,0.039, , , , ,0.443,13.2, ,22.3,32.2,32.8,4.32,171.46,0,,,,
Aguilas,04/07/21,18,0.028, , , , ,0.505,13.9, ,22.2,30.4,38.2,5.68,175.09,0,,,,
Aguilas,04/07/21,19,0.02, , , , ,0.385,15.6, ,22,25.7,58.9,11.08,242.74,0,,,,
Aguilas,04/07/21,20,0.017, , , , ,0.4,17.8, ,21.9,25.2,61.2,7.88,254.5,0,,,,
Aguilas,04/07/21,21,0.013, , , , ,0.421,0, ,21.8,23.4,73.4,10.46,262.89,0,,,,
Aguilas,04/07/21,22,0.013, , , , ,0.404,11.9, ,21.8,23,74.3,4.66,296.08,0,,,,
Aguilas,04/07/21,23,0.012, , , , ,0.422,3.6, ,21.7,23,74.3,3.21,287.22,0,,,,
Aguilas,05/07/21,0, , , , , , , , ,21.7,22.7,75.6,2.88,298.07,0,,,,
Aguilas,05/07/21,1, , , , , , , , ,21.6,22,79.5,2.01,282.63,0,,,,
Aguilas,05/07/21,2, , , , , , , , ,21.6,21.7,81.2,3.12,280.14,0,,,,
Aguilas,05/07/21,3, , , , , , , , ,21.6,21.2,83.4,3.04,281.92,0,,,,
Aguilas,05/07/21,4, , , , , , , , ,21.5,20.8,85,1.61,273.92,0,,,,
Aguilas,05/07/21,5, , , , , , , , ,21.5,20.8,85.4,2.25,226.59,0,,,,
Aguilas,05/07/21,6, , , , , , , , ,21.5,20.4,87.5,0.2,164.22,0,,,,
Aguilas,05/07/21,7, , , , , , , , ,21.5,20.1,89.9,1.49,206.21,0,,,,
Aguilas,05/07/21,8, , , , , , , , ,21.5,21.4,83.5,3.25,176.97,0,,,,
Aguilas,05/07/21,9, , , , , , , , ,21.8,23.4,71.5,2.13,175.31,0,,,,
Aguilas,05/07/21,10, , , , , , , , ,25.1,25.7,60.7,2.64,107.6,0,,,,
Aguilas,05/07/21,11, , , , , , , , ,29.1,27.4,52.7,2.61,119.28,0,,,,
Aguilas,05/07/21,12, , , , , , , , ,32.5,28.5,47.9,3.14,146.59,0,,,,
Aguilas,05/07/21,13, , , , , , , , ,34.8,30.3,40.5,3.37,114.86,0,,,,
Aguilas,05/07/21,14, , , , , , , , ,36.7,30.3,39.6,3.97,143.51,0,,,,
Aguilas,05/07/21,15, , , , , , , , ,38.2,31.9,36,3.3,192.78,0,,,,
Aguilas,05/07/21,16, , , , , , , , ,39.7,31.4,37.1,3,123.14,0,,,,
Aguilas,05/07/21,17, , , , , , , , ,40.3,27.4,55.5,6.29,194.29,0,,,,
Aguilas,05/07/21,18, , , , , , , , ,39.7,27.6,52.7,3.94,242.34,0,,,,
Aguilas,05/07/21,19, , , , , , , , ,39.5,29.4,41.3,6.52,272.71,0,,,,
Aguilas,05/07/21,20, , , , , , , , ,39.4,27.2,57.4,5.94,282.14,0,,,,
Aguilas,05/07/21,21, , , , , , , , ,38.7,25.6,65.9,4.13,283.5,0,,,,
Aguilas,05/07/21,22, , , , , , , , ,37.8,24.3,74.7,6.08,266.42,0,,,,
Aguilas,05/07/21,23, , , , , , , , ,36.9,23.7,76.9,3.6,251.54,0,,,,
Aguilas,06/07/21,0, , , , , , , , ,36.2,23.5,75.6,4.77,231.78,0,,,,
Aguilas,06/07/21,1, , , , , , , , ,35.5,23.2,76.6,3.32,271.19,0,,,,
Aguilas,06/07/21,2, , , , , , , , ,34.9,22.6,79.5,3.35,291.92,0,,,,
Aguilas,06/07/21,3, , , , , , , , ,34.3,22,81.5,2.45,286.79,0,,,,
Aguilas,06/07/21,4, , , , , , , , ,33.8,21.9,81.8,3.67,302.69,0,,,,
Aguilas,06/07/21,5, , , , , , , , ,33.2,21.4,85,1.42,301.63,0,,,,
Aguilas,06/07/21,6, , , , , , , , ,32.7,21,86.3,1.43,194.14,0,,,,
Aguilas,06/07/21,7, , , , , , , , ,32.3,20.8,87.3,1.13,212.78,0,,,,
Aguilas,06/07/21,8, , , , , , , , ,32,22.5,77.6,2.05,223.76,0,,,,
Aguilas,06/07/21,9, , , , , , , , ,32.6,24.7,66.1,2.63,196.62,0,,,,
Aguilas,06/07/21,10, , , , , , , , ,34,26.5,57.4,2.28,108.64,0,,,,
Aguilas,06/07/21,11, , , , , , , , ,35.5,27.5,53.2,2.46,165.08,0,,,,
Aguilas,06/07/21,12, , , , , , , , ,36.8,29.1,46.5,3.61,167.12,0,,,,
Aguilas,06/07/21,13, , , , , , , , ,38.4,30.6,38.1,3.89,226.52,0,,,,
Aguilas,06/07/21,14, , , , , , , , ,39.8,31,34,6.45,271.46,0,,,,
Aguilas,06/07/21,15, , , , , , , , ,41,31.2,34.5,7.74,275.32,0,,,,
Aguilas,06/07/21,16, , , , , , , , ,42.1,31.3,33.6,7.16,269.09,0,,,,
Aguilas,06/07/21,17, , , , , , , , ,43,31.5,35.4,7.78,269.14,0,,,,
Aguilas,06/07/21,18, , , , , , , , ,,0,41.3,7.04,282.27,0,,,,
Aguilas,06/07/21,19, , , , , , , , ,,0,0,0,0,0,,,,
Aguilas,06/07/21,20, , , , , , , , ,,0,0,0,0,0,,,,
Aguilas,06/07/21,21, , , , , , , , ,,0,0,0,0,0,,,,
Aguilas,06/07/21,22, , , , , , , , ,,0,0,0,0,0,,,,
Aguilas,06/07/21,23, , , , , , , , ,41,24.9,65.6,6.5,0,0,,,,
Aguilas,07/07/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,07/07/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,08/07/21,0, , , , , , , , ,37.1,22.9,73.6,5.2,0,0,,,,
Aguilas,08/07/21,1, , , , , , , , ,36.5,22.2,72.9,4.52,291.82,0,,,,
Aguilas,08/07/21,2, , , , , , , , ,35.8,21.5,76.2,4.78,273.21,0,,,,
Aguilas,08/07/21,3, , , , , , , , ,35.2,21.3,79.8,3.28,280.75,0,,,,
Aguilas,08/07/21,4, , , , , , , , ,34.6,21.3,79.6,3.41,278.93,0,,,,
Aguilas,08/07/21,5, , , , , , , , ,34.2,21.4,77.9,3.78,297.69,0,,,,
Aguilas,08/07/21,6, , , , , , , , ,33.8,21.1,78.8,2.63,277.39,0,,,,
Aguilas,08/07/21,7, , , , , , , , ,33.3,21.1,78.7,3.55,271.35,0,,,,
Aguilas,08/07/21,8, , , , , , , , ,33,21.7,75.1,3.58,266.43,0,,,,
Aguilas,08/07/21,9, , , , , , , , ,33,22.3,70.6,4.98,269.98,0,,,,
Aguilas,08/07/21,10, , , , , , , , ,33.3,22.9,66.8,4.21,277.23,0,,,,
Aguilas,08/07/21,11, , , , , , , , ,33.7,23.7,62.2,2.96,272.11,0,,,,
Aguilas,08/07/21,12, , , , , , , , ,34.3,24.5,57.1,3.16,284.65,0,,,,
Aguilas,08/07/21,13, , , , , , , , ,35.2,26.6,49.3,3.73,236.55,0,,,,
Aguilas,08/07/21,14, , , , , , , , ,36.9,29.1,41.4,3.06,200.58,0,,,,
Aguilas,08/07/21,15, , , , , , , , ,38.9,29.8,40.2,3.41,153.21,0,,,,
Aguilas,08/07/21,16, , , , , , , , ,40.3,29.1,41.7,2.88,179.63,0,,,,
Aguilas,08/07/21,17, , , , , , , , ,40.7,28.4,45,2.59,222.28,0,,,,
Aguilas,08/07/21,18, , , , , , , , ,40.1,24,75.1,5.35,287.36,0,,,,
Aguilas,08/07/21,19, , , , , , , , ,38.8,23.3,80.9,4.87,300.81,0,,,,
Aguilas,08/07/21,20, , , , , , , , ,37.7,23.6,77.5,3.39,272.9,0,,,,
Aguilas,08/07/21,21, , , , , , , , ,36.7,20.8,85.5,5.73,161.83,0,,,,
Aguilas,08/07/21,22, , , , , , , , ,35.6,19.8,93.5,1.26,241.67,0,,,,
Aguilas,08/07/21,23, , , , , , , , ,34.6,20.1,93.3,1.61,274.5,0,,,,
Aguilas,09/07/21,0, , , , , , , , ,33.8,20,93.2,0.72,242.2,0,,,,
Aguilas,09/07/21,1, , , , , , , , ,33.2,20,93.1,0.89,203.26,0,,,,
Aguilas,09/07/21,2, , , , , , , , ,32.7,19.9,93.7,2.02,193.11,0,,,,
Aguilas,09/07/21,3, , , , , , , , ,32.3,19.9,93.7,0.28,228.03,0,,,,
Aguilas,09/07/21,4, , , , , , , , ,32,19.9,93.4,0.09,155.65,0,,,,
Aguilas,09/07/21,5, , , , , , , , ,31.8,20,93.2,1.29,175.29,0,,,,
Aguilas,09/07/21,6, , , , , , , , ,31.6,20.1,92.6,0.53,181.03,0,,,,
Aguilas,09/07/21,7, , , , , , , , ,31.2,20.2,92.3,0.67,185.07,0,,,,
Aguilas,09/07/21,8, , , , , , , , ,31.1,20.5,91.7,0.91,149.31,0,,,,
Aguilas,09/07/21,9, , , , , , , , ,31.2,21.2,86.6,1.69,169.69,0,,,,
Aguilas,09/07/21,10, , , , , , , , ,31.6,22.5,78.4,0.38,139.75,0,,,,
Aguilas,09/07/21,11, , , , , , , , ,32.5,25.4,62.1,2.42,144.72,0,,,,
Aguilas,09/07/21,12, , , , , , , , ,34.4,26.5,54.7,2.95,163.76,0,,,,
Aguilas,09/07/21,13, , , , , , , , ,36.1,28.1,46.4,3.46,176.59,0,,,,
Aguilas,09/07/21,14, , , , , , , , ,37.8,30,40.3,4.54,169.05,0,,,,
Aguilas,09/07/21,15, , , , , , , , ,39.7,29.9,39.9,3.37,160.02,0,,,,
Aguilas,09/07/21,16, , , , , , , , ,41,29.5,44.3,4.3,229.97,0,,,,
Aguilas,09/07/21,17, , , , , , , , ,41.6,24.7,70.1,9.5,225.13,0,,,,
Aguilas,09/07/21,18, , , , , , , , ,40.4,23,82.4,3.34,269.2,0,,,,
Aguilas,09/07/21,19, , , , , , , , ,39.1,24.3,70.6,2.53,259.15,0,,,,
Aguilas,09/07/21,20, , , , , , , , ,38.1,24.4,66.4,4.85,220.46,0,,,,
Aguilas,09/07/21,21, , , , , , , , ,37.4,23.8,69.5,4.27,241.18,0,,,,
Aguilas,09/07/21,22, , , , , , , , ,36.6,23.2,70.6,3.14,266.86,0,,,,
Aguilas,09/07/21,23, , , , , , , , ,35.9,22.7,75.2,1.68,277.81,0,,,,
Aguilas,10/07/21,0, , , , , , , , ,35.3,22.4,77.1,1.74,181.46,0,,,,
Aguilas,10/07/21,1, , , , , , , , ,34.8,22.1,80,1.05,277.2,0,,,,
Aguilas,10/07/21,2, , , , , , , , ,34.4,22,80.8,0.55,254.88,0,,,,
Aguilas,10/07/21,3, , , , , , , , ,34.1,21.9,81.7,0.68,156.62,0,,,,
Aguilas,10/07/21,4, , , , , , , , ,33.8,21.7,83.4,0.64,279.58,0,,,,
Aguilas,10/07/21,5, , , , , , , , ,33.5,21.5,85.3,0.82,300.3,0,,,,
Aguilas,10/07/21,6, , , , , , , , ,33.2,21.4,85.6,0.83,269.44,0,,,,
Aguilas,10/07/21,7, , , , , , , , ,32.7,21,88.1,0.64,262.17,0,,,,
Aguilas,10/07/21,8, , , , , , , , ,32.4,21.1,88.1,0.44,229.47,0,,,,
Aguilas,10/07/21,9, , , , , , , , ,32.4,22.3,83.8,1.3,69.72,0,,,,
Aguilas,10/07/21,10, , , , , , , , ,32.8,23.9,75.2,3.09,71.13,0,,,,
Aguilas,10/07/21,11, , , , , , , , ,34.1,27,54.2,3.03,109.33,0,,,,
Aguilas,10/07/21,12, , , , , , , , ,36.1,26.6,56.1,4.32,227.14,0,,,,
Aguilas,10/07/21,13, , , , , , , , ,37.2,28.1,51.9,3.5,215.24,0,,,,
Aguilas,10/07/21,14, , , , , , , , ,38.5,27.8,52.2,4.46,246.32,0,,,,
Aguilas,10/07/21,15, , , , , , , , ,39.6,29.1,48.9,5.94,282.16,0,,,,
Aguilas,10/07/21,16, , , , , , , , ,40.9,29.2,48.2,5.88,266.62,0,,,,
Aguilas,10/07/21,17, , , , , , , , ,41.8,0,46.6,5.91,268.58,0,,,,
Aguilas,10/07/21,18, , , , , , , , ,41.9,24,64.1,9.72,204,0,,,,
Aguilas,10/07/21,19, , , , , , , , ,40.4,19.4,90.1,6.36,271.23,0,,,,
Aguilas,10/07/21,20, , , , , , , , ,38.2,20.4,86.7,4.11,260.72,0,,,,
Aguilas,10/07/21,21, , , , , , , , ,36.8,20.5,86.7,2.68,137.43,0,,,,
Aguilas,10/07/21,22, , , , , , , , ,35.7,20.6,84.6,3.32,244.38,0,,,,
Aguilas,10/07/21,23, , , , , , , , ,34.9,20.4,86.6,3.37,288.65,0,,,,
Aguilas,11/07/21,0, , , , , , , , ,34.2,20.5,84.6,0.74,130.2,0,,,,
Aguilas,11/07/21,1, , , , , , , , ,33.7,20.5,87.5,1.89,144.33,0,,,,
Aguilas,11/07/21,2, , , , , , , , ,33.3,20.5,89.6,1.31,255.64,0,,,,
Aguilas,11/07/21,3, , , , , , , , ,32.8,20.1,90.9,1.06,188.67,0,,,,
Aguilas,11/07/21,4, , , , , , , , ,32.4,19.8,92.6,1.9,169.36,0,,,,
Aguilas,11/07/21,5, , , , , , , , ,32,19.7,92.4,0.87,151.17,0,,,,
Aguilas,11/07/21,6, , , , , , , , ,31.7,19.7,92.3,0.07,115.77,0,,,,
Aguilas,11/07/21,7, , , , , , , , ,31.4,19.8,92.5,0.1,276.83,0,,,,
Aguilas,11/07/21,8, , , , , , , , ,31.2,20.4,91.2,0.51,226.86,0,,,,
Aguilas,11/07/21,9, , , , , , , , ,31.6,22.7,76,1.63,139.91,0,,,,
Aguilas,11/07/21,10, , , , , , , , ,32.7,24.1,67.7,2.76,86.68,0,,,,
Aguilas,11/07/21,11, , , , , , , , ,34.2,25.8,58.9,3.73,67.52,0,,,,
Aguilas,11/07/21,12, , , , , , , , ,36.2,27.3,51.5,3.51,115.69,0,,,,
Aguilas,11/07/21,13, , , , , , , , ,37.8,28.3,46.5,4,92.33,0,,,,
Aguilas,11/07/21,14, , , , , , , , ,39.2,28.7,44.8,2.49,131.99,0,,,,
Aguilas,11/07/21,15, , , , , , , , ,40.1,29.2,44.8,4,227.59,0,,,,
Aguilas,11/07/21,16, , , , , , , , ,40.6,25.1,63.1,7.1,273.16,0,,,,
Aguilas,11/07/21,17, , , , , , , , ,39.7,24.2,65,5.6,254.86,0,,,,
Aguilas,11/07/21,18, , , , , , , , ,38.9,25.9,60,4.49,237.66,0,,,,
Aguilas,11/07/21,19, , , , , , , , ,38.5,25.5,60.9,3.99,208.37,0,,,,
Aguilas,11/07/21,20, , , , , , , , ,38,24.5,66.2,5.78,179.27,0,,,,
Aguilas,11/07/21,21, , , , , , , , ,37.3,23.8,69.5,5.75,243.65,0,,,,
Aguilas,11/07/21,22, , , , , , , , ,36.6,22,76.2,6.43,164.67,0,,,,
Aguilas,11/07/21,23, , , , , , , , ,35.6,19.8,91.8,2.92,87.25,0,,,,
Aguilas,12/07/21,0, , , , , , , , ,34.5,19.6,93.7,0.73,173.11,0,,,,
Aguilas,12/07/21,1, , , , , , , , ,33.7,19.7,94.3,2.91,193.34,0,,,,
Aguilas,12/07/21,2, , , , , , , , ,33,19.5,92.6,2.31,278.43,0,,,,
Aguilas,12/07/21,3, , , , , , , , ,32.3,19.2,89.9,1.85,231.83,0,,,,
Aguilas,12/07/21,4, , , , , , , , ,31.7,18.8,87.3,1.68,219.94,0,,,,
Aguilas,12/07/21,5, , , , , , , , ,31.2,18.6,89.1,0.3,270.93,0,,,,
Aguilas,12/07/21,6, , , , , , , , ,30.6,18.5,90.7,0.42,219.61,0,,,,
Aguilas,12/07/21,7, , , , , , , , ,30.2,18.6,91.9,0.97,67.32,0,,,,
Aguilas,12/07/21,8, , , , , , , , ,30,18.9,92.3,1.68,133.74,0,,,,
Aguilas,12/07/21,9, , , , , , , , ,30,19.3,89.9,0.95,236.08,0,,,,
Aguilas,12/07/21,10, , , , , , , , ,30.1,20.2,85.6,1.14,131.6,0,,,,
Aguilas,12/07/21,11, , , , , , , , ,30.7,22.4,73.4,2.42,97.94,0,,,,
Aguilas,12/07/21,12, , , , , , , , ,32.2,24.5,61,3.06,100.8,0,,,,
Aguilas,12/07/21,13, , , , , , , , ,34,26.6,51,3.21,122.52,0,,,,
Aguilas,12/07/21,14, , , , , , , , ,36.1,27.4,46.7,2.95,127.56,0,,,,
Aguilas,12/07/21,15, , , , , , , , ,37.6,28.2,43,3.1,213.76,0,,,,
Aguilas,12/07/21,16, , , , , , , , ,39.1,29.1,39.7,3.62,155.29,0,,,,
Aguilas,12/07/21,17, , , , , , , , ,40.4,28,46.3,5.1,166.85,0,,,,
Aguilas,12/07/21,18, , , , , , , , ,40.5,25.5,58.9,7.17,248.95,0,,,,
Aguilas,12/07/21,19, , , , , , , , ,40,25.1,58.2,4.31,223.1,0,,,,
Aguilas,12/07/21,20, , , , , , , , ,39.5,24.7,61.5,3.43,223.32,0,,,,
Aguilas,12/07/21,21, , , , , , , , ,38.5,21.8,83.7,6.75,87.42,0,,,,
Aguilas,12/07/21,22, , , , , , , , ,37,19.7,94,4.16,97.73,0,,,,
Aguilas,12/07/21,23, , , , , , , , ,35.6,19.6,94.3,2.7,115.17,0,,,,
Aguilas,13/07/21,0, , , , , , , , ,34.6,19.8,94.3,1.04,63.33,0,,,,
Aguilas,13/07/21,1, , , , , , , , ,33.8,19.7,92.9,1.13,42.48,0,,,,
Aguilas,13/07/21,2, , , , , , , , ,33.2,19.7,91.9,1.01,106.91,0,,,,
Aguilas,13/07/21,3, , , , , , , , ,32.7,19.8,91.4,2.09,56.88,0,,,,
Aguilas,13/07/21,4, , , , , , , , ,32.3,19.5,92.1,1.54,80.57,0,,,,
Aguilas,13/07/21,5, , , , , , , , ,32,19.3,92.5,1.3,105.21,0,,,,
Aguilas,13/07/21,6, , , , , , , , ,31.6,19.2,92.7,1.22,134.19,0,,,,
Aguilas,13/07/21,7, , , , , , , , ,31.2,19.2,92.9,2.12,123.41,0,,,,
Aguilas,13/07/21,8, , , , , , , , ,30.9,19.7,89.9,2.8,59.18,0,,,,
Aguilas,13/07/21,9, , , , , , , , ,31,21.3,80.5,4.68,66.41,0,,,,
Aguilas,13/07/21,10, , , , , , , , ,31.8,22.4,73,5.5,71.09,0,,,,
Aguilas,13/07/21,11, , , , , , , , ,32.7,23.7,66.7,5.12,75.31,0,,,,
Aguilas,13/07/21,12, , , , , , , , ,33.8,25.5,58.7,5.06,83.43,0,,,,
Aguilas,13/07/21,13, , , , , , , , ,35.3,26.9,50.7,5.7,66.15,0,,,,
Aguilas,13/07/21,14, , , , , , , , ,36.7,27.6,46.8,5.05,68.54,0,,,,
Aguilas,13/07/21,15, , , , , , , , ,37.7,27.9,45.2,2.95,113.91,0,,,,
Aguilas,13/07/21,16, , , , , , , , ,38.4,29.2,40.2,2.08,173.5,0,,,,
Aguilas,13/07/21,17, , , , , , , , ,39.3,28.6,45.5,6.25,97.51,0,,,,
Aguilas,13/07/21,18, , , , , , , , ,39.6,24.6,67.7,4.57,138.8,0,,,,
Aguilas,13/07/21,19, , , , , , , , ,38.4,20.9,81.5,6.31,190.14,0,,,,
Aguilas,13/07/21,20, , , , , , , , ,36.7,19,92.5,4.34,222.04,0,,,,
Aguilas,13/07/21,21, , , , , , , , ,35.2,19.3,93.4,2.35,172.22,0,,,,
Aguilas,13/07/21,22, , , , , , , , ,34.2,19.5,92.8,1.66,65.23,0,,,,
Aguilas,13/07/21,23, , , , , , , , ,33.4,19.4,91.3,0.13,214.09,0,,,,
Aguilas,14/07/21,0, , , , , , , , ,32.7,19.4,91.1,2.66,47.35,0,,,,
Aguilas,14/07/21,1, , , , , , , , ,32.1,19.2,91.2,1.48,55.68,0,,,,
Aguilas,14/07/21,2, , , , , , , , ,31.6,19.2,91.5,0.51,45.17,0,,,,
Aguilas,14/07/21,3, , , , , , , , ,31.2,19.2,92.8,1.09,52.91,0,,,,
Aguilas,14/07/21,4, , , , , , , , ,30.8,19.1,93.2,3.38,53.53,0,,,,
Aguilas,14/07/21,5, , , , , , , , ,30.5,18.9,92.5,4.02,38.24,0,,,,
Aguilas,14/07/21,6, , , , , , , , ,30.2,18.8,90.9,2.76,70.7,0,,,,
Aguilas,14/07/21,7, , , , , , , , ,29.9,18.5,92.4,0.97,59.9,0,,,,
Aguilas,14/07/21,8, , , , , , , , ,29.6,19,91.9,0.84,114.19,0,,,,
Aguilas,14/07/21,9, , , , , , , , ,29.8,20.3,81.8,2.66,110.06,0,,,,
Aguilas,14/07/21,10, , , , , , , , ,30.7,22.9,67.9,4.16,91.61,0,,,,
Aguilas,14/07/21,11, , , , , , , , ,32.4,24.1,60.6,6.05,96.67,0,,,,
Aguilas,14/07/21,12, , , , , , , , ,34,26.1,52.6,6.65,107.4,0,,,,
Aguilas,14/07/21,13, , , , , , , , ,35.7,27.7,45.4,5.72,100.57,0,,,,
Aguilas,14/07/21,14, , , , , , , , ,37.3,28.8,41.2,4.8,116.41,0,,,,
Aguilas,14/07/21,15, , , , , , , , ,38.9,29.7,38.1,4.84,124.32,0,,,,
Aguilas,14/07/21,16, , , , , , , , ,40.2,29.3,39.1,4.14,145.71,0,,,,
Aguilas,14/07/21,17, , , , , , , , ,41,29.4,39.4,4.1,124.12,0,,,,
Aguilas,14/07/21,18, , , , , , , , ,41.1,26.5,55.1,4.75,121.86,0,,,,
Aguilas,14/07/21,19, , , , , , , , ,39.9,24.2,69.2,3.44,261.59,0,,,,
Aguilas,14/07/21,20, , , , , , , , ,38.5,22.2,71.4,5.1,297.2,0,,,,
Aguilas,14/07/21,21, , , , , , , , ,37.2,22,70.3,0.88,253.37,0,,,,
Aguilas,14/07/21,22, , , , , , , , ,36.2,22.2,75.6,1.81,282.03,0,,,,
Aguilas,14/07/21,23, , , , , , , , ,35.3,22.3,73.9,2.65,275.44,0,,,,
Aguilas,15/07/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,15/07/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,16/07/21,0, , , , , , , , ,34.2,21.8,82.4,3.03,0,0,,,,
Aguilas,16/07/21,1, , , , , , , , ,33.7,22.3,71.5,5.56,209.68,0,,,,
Aguilas,16/07/21,2, , , , , , , , ,33.2,21.8,77.5,2.61,207.99,0,,,,
Aguilas,16/07/21,3, , , , , , , , ,32.7,19.7,87.6,5.73,119.4,0,,,,
Aguilas,16/07/21,4, , , , , , , , ,32.1,19,93.2,0.82,258.51,0,,,,
Aguilas,16/07/21,5, , , , , , , , ,31.6,18.9,93.1,1.2,290.45,0,,,,
Aguilas,16/07/21,6, , , , , , , , ,31.1,18.8,93.4,1.35,183.32,0,,,,
Aguilas,16/07/21,7, , , , , , , , ,30.6,18.8,93.8,0.8,232.67,0,,,,
Aguilas,16/07/21,8, , , , , , , , ,30.1,18.9,93.6,1.49,106.03,0,,,,
Aguilas,16/07/21,9, , , , , , , , ,30,19.4,92.5,2.4,110.95,0,,,,
Aguilas,16/07/21,10, , , , , , , , ,30,19.9,89.2,1.66,73.33,0,,,,
Aguilas,16/07/21,11, , , , , , , , ,30.2,20.7,84.9,0.97,172.35,0,,,,
Aguilas,16/07/21,12, , , , , , , , ,30.6,21.8,79.7,0.51,204.38,0,,,,
Aguilas,16/07/21,13, , , , , , , , ,31.4,23.4,72.3,1.84,110.59,0,,,,
Aguilas,16/07/21,14, , , , , , , , ,32.8,25.8,61.5,2.16,112.94,0,,,,
Aguilas,16/07/21,15, , , , , , , , ,34.8,27.9,52.2,3.27,87.22,0,,,,
Aguilas,16/07/21,16, , , , , , , , ,36.8,27.9,51.6,4.69,159.55,0,,,,
Aguilas,16/07/21,17, , , , , , , , ,38.1,25.6,62,6.49,146.79,0,,,,
Aguilas,16/07/21,18, , , , , , , , ,37.9,21.2,85.3,4.17,70.26,0,,,,
Aguilas,16/07/21,19, , , , , , , , ,36.4,20.8,87.8,1.11,161.03,0,,,,
Aguilas,16/07/21,20, , , , , , , , ,35.2,20.8,89.2,0.91,250.2,0,,,,
Aguilas,16/07/21,21, , , , , , , , ,34.3,20.9,88.5,1.59,93.19,0,,,,
Aguilas,16/07/21,22, , , , , , , , ,33.6,20.8,90.2,3.34,44.13,0,,,,
Aguilas,16/07/21,23, , , , , , , , ,33,20.4,91.7,2.07,191,0,,,,
Aguilas,17/07/21,0, , , , , , , , ,32.5,20.2,91.8,1.01,277.46,0,,,,
Aguilas,17/07/21,1, , , , , , , , ,32.1,19.7,89.4,0.56,287.33,0,,,,
Aguilas,17/07/21,2, , , , , , , , ,31.6,19.1,88.5,0.9,288.52,0,,,,
Aguilas,17/07/21,3, , , , , , , , ,31.1,18.7,89.5,0.61,243.67,0,,,,
Aguilas,17/07/21,4, , , , , , , , ,30.7,18.4,90,0.19,258.58,0,,,,
Aguilas,17/07/21,5, , , , , , , , ,30.3,18.4,91.3,0.84,286.38,0,,,,
